,property_type,room_type,bed_type,minimum_nights,maximum_nights,cancellation_policy,last_scraped,calendar_last_scraped,accommodates,bedrooms,beds,number_of_reviews,bathrooms,price,extra_people,guests_included
199,House,Entire home/apt,Real Bed,4,1125,strict_14_with_grace_period,3/6/2019 5:00,3/6/2019 5:00,8,3,5,0,2,895,35,6
200,Apartment,Entire home/apt,Real Bed,31,1125,strict_14_with_grace_period,3/8/2019 5:00,3/8/2019 5:00,4,3,4,7,1,55,0,1
201,Bed and breakfast,Private room,Real Bed,1,1125,flexible,2/18/2019 5:00,2/18/2019 5:00,1,1,2,0,1,359,0,1
202,Apartment,Private room,Real Bed,1,1125,flexible,2/18/2019 5:00,2/18/2019 5:00,2,1,1,0,1,506,0,1
203,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,3/6/2019 5:00,3/6/2019 5:00,7,2,4,112,2,350,0,5
204,Apartment,Entire home/apt,Real Bed,2,1125,moderate,2/11/2019 5:00,2/11/2019 5:00,6,3,4,11,3,518,50,4
205,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2/16/2019 5:00,2/16/2019 5:00,7,2,5,229,1.5,60,10,5
206,Apartment,Entire home/apt,Real Bed,3,90,strict_14_with_grace_period,2/11/2019 5:00,2/11/2019 5:00,6,3,8,4,2.5,351,80,3
207,Apartment,Private room,Real Bed,7,30,strict_14_with_grace_period,3/7/2019 5:00,3/7/2019 5:00,2,1,1,45,1,48,15,1
208,Apartment,Entire home/apt,Real Bed,2,1125,moderate,2/16/2019 5:00,2/16/2019 5:00,2,1,1,1,1,80,10,2
209,Apartment,Entire home/apt,Real Bed,2,365,strict_14_with_grace_period,3/7/2019 5:00,3/7/2019 5:00,4,1,1,37,1,125,20,2
210,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,3/11/2019 4:00,3/11/2019 4:00,2,0,1,42,1,55,0,1
211,Apartment,Private room,Real Bed,1,1125,flexible,3/6/2019 5:00,3/6/2019 5:00,1,1,1,1,1,65,0,1
212,Guesthouse,Entire home/apt,Real Bed,1,30,moderate,3/6/2019 5:00,3/6/2019 5:00,6,1,3,385,1,100,20,6
213,Apartment,Private room,Real Bed,3,15,moderate,2/18/2019 5:00,2/18/2019 5:00,1,1,1,2,1,90,0,1
214,Villa,Entire home/apt,Real Bed,2,1125,flexible,2/11/2019 5:00,2/11/2019 5:00,5,3,4,7,1.5,209,48,2
215,Apartment,Private room,Real Bed,1,365,moderate,3/11/2019 4:00,3/11/2019 4:00,1,1,1,27,1,188,0,1
216,Apartment,Entire home/apt,Real Bed,4,30,moderate,2/11/2019 5:00,2/11/2019 5:00,5,2,5,2,1.5,306,100,5
217,Apartment,Entire home/apt,Real Bed,2,365,strict_14_with_grace_period,3/7/2019 5:00,3/7/2019 5:00,3,2,2,35,1,461,100,2
218,Apartment,Private room,Real Bed,4,1125,flexible,3/6/2019 5:00,3/6/2019 5:00,3,1,1,2,1,40,0,1
219,Apartment,Private room,Real Bed,1,1125,flexible,2/18/2019 5:00,2/18/2019 5:00,2,1,1,0,2,227,0,1
220,Apartment,Private room,Real Bed,1,1125,moderate,3/8/2019 5:00,3/8/2019 5:00,3,2,2,54,1,35,22,1
221,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,3/7/2019 5:00,3/7/2019 5:00,2,1,1,180,1,79,0,1
222,Apartment,Entire home/apt,Real Bed,30,365,strict_14_with_grace_period,3/7/2019 5:00,3/7/2019 5:00,4,1,1,7,1,133,0,1
223,Apartment,Entire home/apt,Airbed,1,1125,flexible,3/6/2019 5:00,3/6/2019 5:00,4,2,3,19,1,125,0,1
224,Apartment,Entire home/apt,Real Bed,4,30,strict_14_with_grace_period,3/7/2019 5:00,3/7/2019 5:00,2,0,1,26,1,100,20,1
225,Apartment,Private room,Real Bed,1,1125,flexible,3/11/2019 4:00,3/11/2019 4:00,2,1,1,0,1,353,0,1
226,Bed and breakfast,Private room,Real Bed,4,365,strict_14_with_grace_period,3/11/2019 4:00,3/11/2019 4:00,2,1,2,38,1,283,100,1
227,Apartment,Private room,Real Bed,1,1125,flexible,3/6/2019 5:00,3/6/2019 5:00,1,1,1,0,1,35,0,1
228,House,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,3/7/2019 5:00,3/7/2019 5:00,8,4,7,104,2,499,100,5
229,Apartment,Entire home/apt,Real Bed,3,1125,flexible,3/6/2019 5:00,3/6/2019 5:00,2,0,1,0,1,200,0,1
230,Apartment,Private room,Real Bed,2,1125,flexible,2/18/2019 5:00,2/18/2019 5:00,2,1,1,24,1,148,0,1
231,Apartment,Entire home/apt,Real Bed,2,365,strict_14_with_grace_period,3/7/2019 5:00,3/7/2019 5:00,3,1,2,41,1,161,50,2
232,Condominium,Entire home/apt,Real Bed,30,1125,strict_14_with_grace_period,3/7/2019 5:00,3/7/2019 5:00,3,1,1,24,1,1000,0,2
233,Condominium,Entire home/apt,Real Bed,1,1125,flexible,2/11/2019 5:00,2/11/2019 5:00,8,2,2,0,2,933,0,1
234,Apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,3/11/2019 4:00,3/11/2019 4:00,2,1,1,36,1,267,100,2
235,Apartment,Private room,Real Bed,2,1125,strict_14_with_grace_period,3/6/2019 5:00,3/6/2019 5:00,2,1,1,2,1,60,10,1
236,Guest suite,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,3/6/2019 5:00,3/6/2019 5:00,2,1,2,25,1,150,15,2
237,Apartment,Entire home/apt,Real Bed,1,1125,flexible,2/18/2019 5:00,2/18/2019 5:00,4,2,3,22,1,348,0,1
238,Apartment,Entire home/apt,Real Bed,32,32,strict_14_with_grace_period,3/8/2019 5:00,3/8/2019 5:00,5,4,5,1,2,130,0,1
239,Condominium,Entire home/apt,Real Bed,2,30,strict_14_with_grace_period,3/6/2019 5:00,3/6/2019 5:00,3,1,1,16,1,125,22,3
240,Apartment,Private room,Real Bed,1,1125,super_strict_60,3/6/2019 5:00,3/6/2019 5:00,2,1,1,4,1,234,0,2
241,Condominium,Entire home/apt,Real Bed,4,1125,super_strict_30,3/6/2019 5:00,3/6/2019 5:00,2,1,1,0,1,239,0,1
242,Apartment,Entire home/apt,Real Bed,2,1125,flexible,3/11/2019 4:00,3/11/2019 4:00,4,2,2,5,1,64,0,2
243,Cabin,Entire home/apt,Real Bed,5,1125,strict_14_with_grace_period,3/6/2019 5:00,3/6/2019 5:00,2,1,1,1,1,65,0,1
244,Apartment,Private room,Real Bed,1,1125,flexible,3/11/2019 4:00,3/11/2019 4:00,1,1,1,0,2.5,60,0,1
245,Apartment,Entire home/apt,Real Bed,2,3,moderate,3/6/2019 5:00,3/6/2019 5:00,4,1,1,28,1.5,90,0,2
246,Apartment,Private room,Real Bed,1,1125,moderate,3/7/2019 5:00,3/7/2019 5:00,1,1,1,58,1,105,0,1
247,Apartment,Entire home/apt,Real Bed,2,365,flexible,2/11/2019 5:00,2/11/2019 5:00,4,2,2,2,1,548,100,1
248,Apartment,Entire home/apt,Real Bed,2,1125,moderate,3/11/2019 4:00,3/11/2019 4:00,2,1,1,0,1,550,0,1
249,Apartment,Private room,Real Bed,1,1125,flexible,3/8/2019 5:00,3/8/2019 5:00,1,1,1,0,1,25,0,1
250,Apartment,Entire home/apt,Real Bed,2,50,strict_14_with_grace_period,3/7/2019 5:00,3/7/2019 5:00,2,1,1,207,1,85,0,2
251,Apartment,Entire home/apt,Real Bed,179,179,strict_14_with_grace_period,3/11/2019 4:00,3/11/2019 4:00,2,1,1,0,1,60,0,1
252,Apartment,Entire home/apt,Real Bed,1,1125,moderate,2/18/2019 5:00,2/18/2019 5:00,2,1,1,176,1,90,0,1
253,Apartment,Entire home/apt,Real Bed,3,360,moderate,2/11/2019 5:00,2/11/2019 5:00,2,1,2,33,1,112,0,1
254,House,Private room,Real Bed,2,1125,flexible,3/7/2019 5:00,3/7/2019 5:00,1,1,1,1,1,55,0,1
255,Apartment,Entire home/apt,Real Bed,1,1125,flexible,3/7/2019 5:00,3/7/2019 5:00,4,2,2,0,2,124,0,1
256,House,Private room,Real Bed,1,1125,moderate,2/11/2019 5:00,2/11/2019 5:00,2,1,1,0,1,142,50,1
257,Apartment,Private room,Real Bed,1,1125,moderate,3/8/2019 5:00,3/8/2019 5:00,2,1,1,4,1,40,0,1
258,House,Entire home/apt,Real Bed,1,1125,flexible,3/7/2019 5:00,3/7/2019 5:00,8,4,4,0,2,650,0,1
259,Apartment,Entire home/apt,Real Bed,4,1125,moderate,3/11/2019 4:00,3/11/2019 4:00,2,1,1,3,1,691,0,1
260,Loft,Entire home/apt,Real Bed,3,15,flexible,2/11/2019 5:00,2/11/2019 5:00,2,0,1,0,1,179,0,1
261,Apartment,Entire home/apt,Real Bed,30,365,strict_14_with_grace_period,3/7/2019 5:00,3/7/2019 5:00,2,1,1,95,1,150,25,1
262,Apartment,Entire home/apt,Real Bed,2,1124,strict_14_with_grace_period,3/11/2019 4:00,3/11/2019 4:00,8,3,4,36,2,1492,79,1
263,Apartment,Entire home/apt,Real Bed,1,365,strict_14_with_grace_period,3/11/2019 4:00,3/11/2019 4:00,2,0,1,269,1,502,0,1
264,Apartment,Private room,Real Bed,1,1125,flexible,3/6/2019 5:00,3/6/2019 5:00,1,1,1,5,1,65,0,1
265,Apartment,Entire home/apt,Real Bed,3,1125,flexible,3/11/2019 4:00,3/11/2019 4:00,2,0,1,1,1,903,0,1
266,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2/11/2019 5:00,2/11/2019 5:00,4,2,2,0,2,1000,0,1
267,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,3/8/2019 5:00,3/8/2019 5:00,6,4,4,20,1,90,0,6
268,Apartment,Entire home/apt,Real Bed,3,89,strict_14_with_grace_period,2/11/2019 5:00,2/11/2019 5:00,5,1,1,22,1,250,60,3
269,Apartment,Entire home/apt,Real Bed,2,1125,moderate,2/16/2019 5:00,2/16/2019 5:00,2,0,1,163,1,34,0,2
270,Other,Entire home/apt,Real Bed,5,1125,moderate,2/11/2019 5:00,2/11/2019 5:00,4,0,3,2,1,250,0,1
271,Apartment,Private room,Real Bed,1,365,flexible,2/18/2019 5:00,2/18/2019 5:00,2,1,2,0,1,42,20,1
272,House,Private room,Real Bed,2,10,strict_14_with_grace_period,2/11/2019 5:00,2/11/2019 5:00,2,1,1,76,2,52,0,2
273,Apartment,Private room,Couch,1,1125,flexible,2/18/2019 5:00,2/18/2019 5:00,2,1,1,1,1,158,105,1
274,Condominium,Entire home/apt,Real Bed,5,1125,super_strict_60,3/6/2019 5:00,3/6/2019 5:00,6,2,3,18,2,240,0,1
275,Apartment,Private room,Real Bed,2,90,strict_14_with_grace_period,3/11/2019 4:00,3/11/2019 4:00,2,0,2,71,1,306,0,1
276,Condominium,Entire home/apt,Real Bed,5,45,strict_14_with_grace_period,3/11/2019 4:00,3/11/2019 4:00,2,1,1,2,1,35,0,1
277,Apartment,Entire home/apt,Real Bed,1,1125,flexible,2/11/2019 5:00,2/11/2019 5:00,2,1,1,0,1,246,199,1
278,Apartment,Private room,Real Bed,30,730,moderate,3/11/2019 4:00,3/11/2019 4:00,1,1,1,122,1.5,30,0,1
279,Apartment,Entire home/apt,Real Bed,2,1125,flexible,3/7/2019 5:00,3/7/2019 5:00,4,2,4,94,1,225,0,1
280,Condominium,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,3/6/2019 5:00,3/6/2019 5:00,5,2,2,17,2,200,0,1
281,Apartment,Entire home/apt,Real Bed,6,1125,strict_14_with_grace_period,3/11/2019 4:00,3/11/2019 4:00,3,1,2,1,1,150,0,1
282,Apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,3/7/2019 5:00,3/7/2019 5:00,3,1,1,75,1,38,40,1
283,Townhouse,Private room,Real Bed,2,7,flexible,3/7/2019 5:00,3/7/2019 5:00,4,2,2,3,1.5,171,0,4
284,Apartment,Entire home/apt,Real Bed,3,1125,moderate,2/16/2019 5:00,2/16/2019 5:00,4,3,3,10,1,120,0,1
285,Chalet,Entire home/apt,Real Bed,5,1125,moderate,3/7/2019 5:00,3/7/2019 5:00,2,1,1,0,1,242,0,1
286,Apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,2/16/2019 5:00,2/16/2019 5:00,4,1,4,5,1,75,15,2
287,Loft,Entire home/apt,Real Bed,5,120,strict_14_with_grace_period,3/7/2019 5:00,3/7/2019 5:00,4,0,0,39,1,99,20,2
288,Apartment,Entire home/apt,Real Bed,3,1100,flexible,3/8/2019 5:00,3/8/2019 5:00,5,3,4,95,2,87,20,3
289,Apartment,Entire home/apt,Real Bed,4,1124,strict_14_with_grace_period,3/8/2019 5:00,3/8/2019 5:00,6,3,5,165,1.5,199,65,4
290,Apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,2/11/2019 5:00,2/11/2019 5:00,7,2,3,14,1,351,0,1
291,Apartment,Entire home/apt,Real Bed,5,1125,flexible,2/16/2019 5:00,2/16/2019 5:00,2,1,1,57,1,45,0,1
292,Apartment,Private room,Real Bed,2,1125,strict_14_with_grace_period,3/11/2019 4:00,3/11/2019 4:00,3,1,2,33,1,589,55,1
293,Serviced apartment,Entire home/apt,Real Bed,5,1125,strict_14_with_grace_period,3/6/2019 5:00,3/6/2019 5:00,8,2,4,3,2,595,0,1
294,Apartment,Entire home/apt,Real Bed,4,1125,strict_14_with_grace_period,3/7/2019 5:00,3/7/2019 5:00,2,0,1,70,1,125,0,1
295,Apartment,Private room,Real Bed,1,5,strict_14_with_grace_period,3/7/2019 5:00,3/7/2019 5:00,2,1,2,21,1,65,0,2
296,Apartment,Entire home/apt,Real Bed,21,28,flexible,3/7/2019 5:00,3/7/2019 5:00,2,1,1,0,1,70,0,1
297,Apartment,Private room,Real Bed,3,1125,strict_14_with_grace_period,3/8/2019 5:00,3/8/2019 5:00,2,1,2,79,1,49,10,1
298,Apartment,Entire home/apt,Real Bed,3,1125,moderate,3/11/2019 4:00,3/11/2019 4:00,4,1,2,25,1,75,10,4
299,Condominium,Entire home/apt,Real Bed,3,180,super_strict_30,3/6/2019 5:00,3/6/2019 5:00,3,0,1,19,1,139,0,1
300,Apartment,Private room,Real Bed,32,40,moderate,3/8/2019 5:00,3/8/2019 5:00,2,1,1,12,1,38,8,1
301,Condominium,Entire home/apt,Real Bed,1,365,super_strict_60,3/6/2019 5:00,3/6/2019 5:00,5,1,3,28,1,246,0,1
302,Apartment,Entire home/apt,Real Bed,2,2,moderate,3/11/2019 4:00,3/11/2019 4:00,3,2,2,1,1,79,0,1
303,Apartment,Entire home/apt,Real Bed,4,1125,strict_14_with_grace_period,3/7/2019 5:00,3/7/2019 5:00,4,2,2,217,1,250,50,4
304,House,Private room,Real Bed,2,1125,moderate,2/11/2019 5:00,2/11/2019 5:00,2,1,2,5,1.5,317,0,1
305,House,Entire home/apt,Real Bed,5,25,strict_14_with_grace_period,2/11/2019 5:00,2/11/2019 5:00,5,2,3,1,2.5,399,0,1
306,Apartment,Entire home/apt,Real Bed,15,25,strict_14_with_grace_period,2/11/2019 5:00,2/11/2019 5:00,8,4,4,0,7,2499,0,1
307,Apartment,Private room,Real Bed,1,1125,flexible,2/18/2019 5:00,2/18/2019 5:00,2,1,1,0,1,47,0,1
308,House,Entire home/apt,Real Bed,2,30,strict_14_with_grace_period,2/16/2019 5:00,2/16/2019 5:00,6,2,2,29,1,65,0,1
309,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,3/7/2019 5:00,3/7/2019 5:00,2,1,1,32,1,139,50,2
310,Cabin,Entire home/apt,Real Bed,3,30,strict_14_with_grace_period,3/6/2019 5:00,3/6/2019 5:00,2,1,1,291,1,80,0,2
311,Apartment,Entire home/apt,Real Bed,1,1125,flexible,2/11/2019 5:00,2/11/2019 5:00,6,3,3,0,2,1600,0,1
312,Apartment,Private room,Real Bed,2,20,moderate,3/8/2019 5:00,3/8/2019 5:00,1,1,1,17,1,95,0,1
313,Apartment,Entire home/apt,Real Bed,3,45,strict_14_with_grace_period,3/8/2019 5:00,3/8/2019 5:00,5,2,4,212,1,59,15,2
314,Apartment,Entire home/apt,Real Bed,1,40,moderate,2/18/2019 5:00,2/18/2019 5:00,3,1,2,193,1,322,89,2
315,Apartment,Private room,Real Bed,2,1125,strict_14_with_grace_period,3/6/2019 5:00,3/6/2019 5:00,2,1,1,27,1,80,15,2
316,Loft,Entire home/apt,Real Bed,2,1125,moderate,2/18/2019 5:00,2/18/2019 5:00,4,2,2,89,0.5,221,0,1
317,Loft,Entire home/apt,Real Bed,3,1124,moderate,2/16/2019 5:00,2/16/2019 5:00,4,1,2,7,1,70,10,2
318,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,3/6/2019 5:00,3/6/2019 5:00,2,0,1,53,1,69,0,1
319,Apartment,Entire home/apt,Real Bed,180,1125,flexible,2/18/2019 5:00,2/18/2019 5:00,4,2,2,0,2,148,0,1
320,Apartment,Private room,Real Bed,5,1125,flexible,2/18/2019 5:00,2/18/2019 5:00,2,2,1,0,1,90,0,1
321,Apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,2/11/2019 5:00,2/11/2019 5:00,4,1,1,1,2,679,0,1
322,Apartment,Private room,Real Bed,1,1125,flexible,2/11/2019 5:00,2/11/2019 5:00,1,1,1,0,1,60,0,1
323,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,3/11/2019 4:00,3/11/2019 4:00,4,1,2,60,1,1303,0,1
324,Condominium,Entire home/apt,Real Bed,3,45,strict_14_with_grace_period,3/6/2019 5:00,3/6/2019 5:00,4,2,2,55,2,174,0,1
325,Apartment,Entire home/apt,Real Bed,1,1125,flexible,2/16/2019 5:00,2/16/2019 5:00,2,1,1,0,1,75,0,1
326,House,Entire home/apt,Real Bed,2,7,moderate,3/6/2019 5:00,3/6/2019 5:00,6,1,5,0,1,125,20,3
327,Apartment,Entire home/apt,Real Bed,3,90,moderate,2/18/2019 5:00,2/18/2019 5:00,7,3,4,22,1,559,107,6
328,Apartment,Entire home/apt,Real Bed,3,30,strict_14_with_grace_period,3/8/2019 5:00,3/8/2019 5:00,6,2,2,90,2,527,0,6
329,Apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,3/7/2019 5:00,3/7/2019 5:00,2,1,1,0,0,70,0,1
330,Apartment,Entire home/apt,Real Bed,1,1125,flexible,2/18/2019 5:00,2/18/2019 5:00,2,1,1,0,1,269,0,1
331,Apartment,Entire home/apt,Real Bed,5,30,flexible,2/11/2019 5:00,2/11/2019 5:00,6,4,4,0,4,3499,0,1
332,Apartment,Private room,Real Bed,8,1125,flexible,3/11/2019 4:00,3/11/2019 4:00,1,1,1,0,1,314,79,1
333,Apartment,Entire home/apt,Real Bed,15,30,flexible,2/11/2019 5:00,2/11/2019 5:00,6,2,3,0,2,298,0,1
334,Condominium,Entire home/apt,Real Bed,15,1125,strict_14_with_grace_period,2/11/2019 5:00,2/11/2019 5:00,8,4,7,0,3.5,3301,0,1
335,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,3/6/2019 5:00,3/6/2019 5:00,3,0,1,88,1,94,0,1
336,Boutique hotel,Private room,Real Bed,1,1125,moderate,2/18/2019 5:00,2/18/2019 5:00,2,1,1,0,1,385,0,1
337,Condominium,Entire home/apt,Real Bed,3,7,strict_14_with_grace_period,3/6/2019 5:00,3/6/2019 5:00,4,1,2,1,1,349,0,1
338,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2/11/2019 5:00,2/11/2019 5:00,4,1,4,2,1,746,560,4
339,Apartment,Entire home/apt,Real Bed,4,60,strict_14_with_grace_period,3/6/2019 5:00,3/6/2019 5:00,3,1,1,39,1,97,25,3
340,House,Private room,Real Bed,1,30,flexible,2/11/2019 5:00,2/11/2019 5:00,2,1,1,1,1,250,150,2
341,Cottage,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2/16/2019 5:00,2/16/2019 5:00,8,4,4,5,2,200,0,1
342,Apartment,Entire home/apt,Real Bed,1,1124,moderate,3/11/2019 4:00,3/11/2019 4:00,2,0,1,157,1,90,15,2
343,Serviced apartment,Entire home/apt,Real Bed,2,29,strict_14_with_grace_period,3/8/2019 5:00,3/8/2019 5:00,8,4,7,4,2,599,0,8
344,Condominium,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2/11/2019 5:00,2/11/2019 5:00,8,5,5,1,4.5,1000,150,1
345,Condominium,Entire home/apt,Real Bed,2,1125,moderate,3/11/2019 4:00,3/11/2019 4:00,3,0,1,16,1,68,10,2
346,Apartment,Entire home/apt,Real Bed,2,1125,moderate,2/11/2019 5:00,2/11/2019 5:00,6,2,3,31,2,131,50,4
347,Apartment,Private room,Real Bed,2,15,moderate,2/16/2019 5:00,2/16/2019 5:00,2,1,1,4,1,30,0,1
348,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2/16/2019 5:00,2/16/2019 5:00,2,1,1,3,2,50,0,1
349,Apartment,Shared room,Real Bed,1,1125,flexible,3/11/2019 4:00,3/11/2019 4:00,1,1,1,0,1,502,0,1
350,Apartment,Entire home/apt,Real Bed,5,1125,strict_14_with_grace_period,3/7/2019 5:00,3/7/2019 5:00,7,3,3,27,2,225,20,7
351,Apartment,Entire home/apt,Futon,5,21,moderate,3/11/2019 4:00,3/11/2019 4:00,2,0,2,2,1,30,8,1
352,Apartment,Entire home/apt,Real Bed,2,730,moderate,3/7/2019 5:00,3/7/2019 5:00,4,2,2,23,2,165,0,2
353,Apartment,Entire home/apt,Real Bed,30,1125,strict_14_with_grace_period,2/11/2019 5:00,2/11/2019 5:00,3,1,2,0,1,287,0,1
354,Apartment,Entire home/apt,Real Bed,1,1125,moderate,3/11/2019 4:00,3/11/2019 4:00,2,0,1,18,1,42,0,1
355,Bungalow,Entire home/apt,Real Bed,5,1125,strict_14_with_grace_period,3/6/2019 5:00,3/6/2019 5:00,2,1,1,10,1,160,25,2
356,Apartment,Entire home/apt,Real Bed,5,90,super_strict_60,3/6/2019 5:00,3/6/2019 5:00,4,2,2,2,1,311,0,2
357,Serviced apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,2/18/2019 5:00,2/18/2019 5:00,4,0,2,3,1,221,0,1
358,Apartment,Entire home/apt,Real Bed,2,1125,flexible,2/16/2019 5:00,2/16/2019 5:00,4,2,3,17,1,85,0,1
359,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,3/8/2019 5:00,3/8/2019 5:00,4,2,3,23,2,155,35,2
360,Apartment,Entire home/apt,Real Bed,1,1125,moderate,2/11/2019 5:00,2/11/2019 5:00,6,3,4,5,3.5,399,100,1
361,House,Entire home/apt,Real Bed,3,1125,moderate,2/16/2019 5:00,2/16/2019 5:00,4,2,2,22,2.5,125,25,2
362,Loft,Private room,Real Bed,2,1125,flexible,2/11/2019 5:00,2/11/2019 5:00,2,1,1,1,1,239,90,2
363,Condominium,Entire home/apt,Real Bed,4,120,strict_14_with_grace_period,3/7/2019 5:00,3/7/2019 5:00,4,2,2,12,1,171,0,1
364,Apartment,Private room,Real Bed,1,1125,flexible,2/18/2019 5:00,2/18/2019 5:00,1,1,1,0,1,42,0,1
365,Apartment,Entire home/apt,Real Bed,15,30,strict_14_with_grace_period,2/11/2019 5:00,2/11/2019 5:00,8,3,2,0,3,1201,0,1
366,Apartment,Entire home/apt,Real Bed,2,1125,moderate,2/16/2019 5:00,2/16/2019 5:00,3,1,1,15,1,35,10,2
367,Apartment,Entire home/apt,Real Bed,1,1125,moderate,2/18/2019 5:00,2/18/2019 5:00,8,3,4,43,2,475,30,4
368,House,Private room,Real Bed,3,1125,flexible,3/7/2019 5:00,3/7/2019 5:00,2,1,1,73,1,80,0,1
369,Apartment,Entire home/apt,Real Bed,2,1125,flexible,2/11/2019 5:00,2/11/2019 5:00,2,1,1,0,1,1701,0,1
370,Apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,2/11/2019 5:00,2/11/2019 5:00,2,1,1,5,1,399,0,1
371,Condominium,Private room,Real Bed,2,1125,strict_14_with_grace_period,3/7/2019 5:00,3/7/2019 5:00,2,1,1,52,1,85,0,1
372,Apartment,Private room,Real Bed,1,1125,flexible,2/11/2019 5:00,2/11/2019 5:00,2,1,1,0,2,48,0,1
373,House,Private room,Real Bed,1,1125,flexible,2/11/2019 5:00,2/11/2019 5:00,1,1,1,0,1,112,0,1
374,Apartment,Private room,Real Bed,4,1125,moderate,3/8/2019 5:00,3/8/2019 5:00,2,1,1,9,1,30,10,1
375,House,Private room,Real Bed,1,7,strict_14_with_grace_period,2/16/2019 5:00,2/16/2019 5:00,2,1,2,210,0,36,0,1
376,Condominium,Entire home/apt,Real Bed,3,180,flexible,3/6/2019 5:00,3/6/2019 5:00,2,1,1,55,1,90,0,1
377,Apartment,Entire home/apt,Real Bed,1,1125,moderate,3/11/2019 4:00,3/11/2019 4:00,4,2,2,93,1,90,10,2
378,Apartment,Entire home/apt,Real Bed,1,3,moderate,3/7/2019 5:00,3/7/2019 5:00,2,1,1,0,1,165,0,1
379,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,3/8/2019 5:00,3/8/2019 5:00,5,2,3,213,1,58,30,2
380,Apartment,Entire home/apt,Real Bed,2,30,flexible,3/7/2019 5:00,3/7/2019 5:00,2,0,1,2,1,151,0,1
381,Condominium,Entire home/apt,Real Bed,4,30,moderate,3/6/2019 5:00,3/6/2019 5:00,8,3,5,65,2,345,0,1
382,Apartment,Private room,Real Bed,1,1125,flexible,3/7/2019 5:00,3/7/2019 5:00,2,1,1,0,1,53,0,1
383,Farm stay,Private room,Real Bed,2,1125,moderate,3/6/2019 5:00,3/6/2019 5:00,2,1,1,9,1,135,25,2
384,Apartment,Private room,Real Bed,1,1125,moderate,3/11/2019 4:00,3/11/2019 4:00,2,1,1,4,1,40,0,1
385,Apartment,Entire home/apt,Real Bed,3,60,strict_14_with_grace_period,3/8/2019 5:00,3/8/2019 5:00,6,3,5,126,2,255,35,4
386,Boat,Entire home/apt,Real Bed,3,1125,moderate,2/16/2019 5:00,2/16/2019 5:00,2,1,2,0,1,200,0,1
387,Serviced apartment,Entire home/apt,Real Bed,5,1125,strict_14_with_grace_period,2/11/2019 5:00,2/11/2019 5:00,4,1,1,2,1,548,0,1
388,Apartment,Entire home/apt,Real Bed,1,1125,flexible,3/11/2019 4:00,3/11/2019 4:00,6,2,4,13,1,115,0,1
389,Apartment,Entire home/apt,Real Bed,2,30,moderate,2/11/2019 5:00,2/11/2019 5:00,4,1,4,5,1,209,0,2
390,House,Private room,Real Bed,2,1125,flexible,3/6/2019 5:00,3/6/2019 5:00,2,1,1,1,1.5,85,0,1
391,Condominium,Private room,Real Bed,1,1125,moderate,2/11/2019 5:00,2/11/2019 5:00,5,1,1,107,1,108,34,1
392,Serviced apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2/18/2019 5:00,2/18/2019 5:00,12,3,7,18,2,564,0,1
393,Apartment,Private room,Real Bed,3,1125,strict_14_with_grace_period,2/18/2019 5:00,2/18/2019 5:00,2,1,1,0,1,132,131,1
394,Loft,Private room,Real Bed,1,1125,flexible,2/18/2019 5:00,2/18/2019 5:00,2,1,1,0,1,264,0,1
395,Apartment,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,3/6/2019 5:00,3/6/2019 5:00,2,1,2,4,1,70,0,2
396,Condominium,Private room,Real Bed,2,1125,strict_14_with_grace_period,3/6/2019 5:00,3/6/2019 5:00,3,0,3,72,1,135,0,1
